nomogram_id,voltage_kv,element_type,total_congestion_cost_index,hours_binding,days_binding,avg_shadow_price,max_shadow_price,primary_cause,cause_is_base_case,months_active,solar_hour_fraction,readable_name,utility,tpp_area,reconductoring_applicable,reconductoring_reason,match_quality,renewable_driven,renewable_type
22886_SUNCREST_230_92860_SUNC TP1_230_BR_1 _1,230.0,branch,282.05824,15,2,18.8,40.53,SD1 SNCRST-SXCYN_2 230,False,2,0.867,Suncrest-Sunc Tp1 230 kV,SDG&E,,True,"230 kV branch, likely thermally limited - reconductoring candidate",parsed,True,solar
22596_OLD TOWN_230_22504_MISSION _230_BR_1 _1,230.0,branch,279.37824,8,2,34.92,87.75,SD1 SXCYN-PQUTOS 230,False,1,0.625,Old Town-Mission 230 kV,SDG&E,,True,"230 kV branch, likely thermally limited - reconductoring candidate",parsed,True,solar
34134_WILSONAB_115_34144_MERCED  _115_BR_1 _1,115.0,branch,273.10567000000003,5,4,54.62,122.78,Base Case,True,3,0.0,Wilsonab-Merced 115 kV,Unknown,,True,"115 kV branch, likely thermally limited - reconductoring candidate",parsed,False,load/other
31593_COWCREEK_60.0_31597_DESCHTP1_60.0_BR_1 _1,,branch,272.99217,25,13,10.92,48.54,Base Case,True,4,0.84,Cowcreek-Deschtp1 60 kV,Unknown,,True,"60 kV branch, likely thermally limited - reconductoring candidate",parsed,True,solar
24402_ANTELOPE_66.0_24420_NEENACH _66.0_BR_1 _1,66.0,branch,270.58744,25,12,10.82,43.82,Base Case,True,4,1.0,Antelope-Neenach 66 kV,Unknown,,True,"66 kV branch, likely thermally limited - reconductoring candidate",parsed,True,solar
34200_ORO LOMA_70.0_34222_MRCYSPRS_70.0_BR_1 _1,70.0,branch,269.91046,7,5,38.56,69.49,PG1 LOSBNS 500-230 BK1,False,3,1.0,Oro Loma-Mrcysprs 70 kV,PG&E,,True,"70 kV branch, likely thermally limited - reconductoring candidate",parsed,True,solar
34430_HENRETTA_115_34519_LPNJCTSS_115_BR_1 _1,115.0,branch,264.94684,5,4,52.99,92.96,PG1 MCCALL-MSTANS 230,False,1,0.0,Henretta-Lpnjctss 115 kV,PG&E,,True,"115 kV branch, likely thermally limited - reconductoring candidate",parsed,False,load/other
30060_MIDWAY  _500_24156_VINCENT _500_BR_1 _3,500.0,branch,264.24206,19,2,13.91,32.74,SC1 MIDWAY-WHIRWD_1 500,False,2,0.526,Midway-Vincent 500 kV,SCE,,False,"500 kV line - likely stability-limited, reconductoring won't increase capacity",parsed,likely,mixed
30055_GATES1  _500_30900_GATES   _230_XF_11_P,500.0,transformer,257.87961000000007,28,8,9.21,22.05,PG1 GATES 500-230 BK12,False,3,0.929,Gates 500 kV Transformer,PG&E,,False,"Transformer, not a transmission line",parsed,True,solar
35656_PIERCY  _115_35642_METCALF _115_BR_1 _1,115.0,branch,255.42086,5,2,51.08,109.22,Base Case,True,1,0.0,Piercy-Metcalf 115 kV,Unknown,,True,"115 kV branch, likely thermally limited - reconductoring candidate",parsed,False,load/other
29246_LGOMOH13_500_29247_LGOMOH14_500_BR_1 _1,500.0,branch,250.13702999999995,11,1,22.74,49.26,SC1 SERRAN-VALLEY_1 500,False,1,0.727,Lgomoh13-Lgomoh14 500 kV,SCE,,False,"500 kV line - likely stability-limited, reconductoring won't increase capacity",parsed,True,solar
34350_KAMM    _115_34352_CANTUA  _115_BR_1 _1,115.0,branch,245.54402,14,7,17.54,43.37,PG1 PNOCHE-EXCLSS 115 2_M,False,2,1.0,Kamm-Cantua 115 kV,PG&E,,True,"115 kV branch, likely thermally limited - reconductoring candidate",parsed,True,solar
34149_CHENYT  _115_34158_PANOCHE _115_BR_1 _1,115.0,branch,244.3384,12,10,20.36,55.69,Base Case,True,4,0.25,Chenyt-Panoche 115 kV,PG&E,,True,"115 kV branch, likely thermally limited - reconductoring candidate",parsed,False,load/other
30280_POE     _230_30330_RIO OSO _230_BR_1 _1,230.0,branch,242.91110999999998,22,6,11.04,29.09,Base Case,True,3,0.0,Poe-Rio Oso 230 kV,Unknown,,True,"230 kV branch, likely thermally limited - reconductoring candidate",parsed,False,load/other
22442_MELRSETP_69.0_22724_SANMRCOS_69.0_BR_1 _1,69.0,branch,233.77965,11,3,21.25,43.5,SC1 LUGO-LUDLO-MOHV1 500,False,1,0.636,Melrsetp-Sanmrcos 69 kV,SCE,,True,"69 kV branch, likely thermally limited - reconductoring candidate",parsed,True,solar
33541_AEC_TP1 _115_33540_TESLA   _115_BR_1 _1,115.0,branch,226.24828,22,4,10.28,53.95,PG1 SCHLTE-MANTCA 115_M,False,2,0.364,Aec Tp1-Tesla 115 kV,PG&E,,True,"115 kV branch, likely thermally limited - reconductoring candidate",parsed,False,load/other
34121_SHARON T_115_34128_OAKH_JCT_115_BR_1 _1,115.0,branch,225.20385,5,5,45.04,96.64,PG1 WILSON-LGRAND 115,False,2,0.0,Sharon T-Oakh Jct 115 kV,PG&E,,True,"115 kV branch, likely thermally limited - reconductoring candidate",parsed,False,load/other
22484_MIRAMAR1_69.0_22492_MIRAMRTP_69.0_BR_1_1,69.0,branch,220.1332,37,11,5.95,18.46,SD1 SXCYN-SCRIPS 69,False,4,0.811,Miramar1-Miramrtp 69 kV,SDG&E,,True,"69 kV branch, likely thermally limited - reconductoring candidate",parsed,True,solar
34009_CRWCRKSS_60.0_34016_CRWS LDS_60.0_BR_1 _1,,branch,218.17511,11,4,19.83,34.8,Base Case,True,1,0.0,Crwcrkss-Crws Lds 60 kV,Unknown,,True,"60 kV branch, likely thermally limited - reconductoring candidate",parsed,False,load/other
34873_Q484TP  _70.0_34850_BLACKWLL_70.0_BR_1 _1,70.0,branch,214.05632000000006,22,12,9.73,25.53,Base Case,True,3,0.727,Q484Tp-Blackwll 70 kV,Unknown,,True,"70 kV branch, likely thermally limited - reconductoring candidate",parsed,True,solar
22124_CHCARITA_138_22437_NCMTAP  _138_BR_1 _1,138.0,branch,213.09441,3,2,71.03,118.13,SD1 SXCYN-PQUTOS 230,False,2,1.0,Chcarita-Ncmtap 138 kV,SDG&E,,True,"138 kV branch, likely thermally limited - reconductoring candidate",parsed,True,solar
34860_TAFT    _70.0_34919_TX_BV_HL_70.0_BR_1 _1,70.0,branch,208.2517,1,1,208.25,208.25,Base Case,True,1,0.0,Taft-Tx Bv Hl 70 kV,Unknown,,True,"70 kV branch, likely thermally limited - reconductoring candidate",parsed,False,load/other
31604_COTTONWD_60.0_31611_RAWSON  _60.0_BR_2 _1,,branch,207.82216000000003,7,2,29.69,37.84,Base Case,True,2,0.857,Cottonwd-Rawson 60 kV,Unknown,,True,"60 kV branch, likely thermally limited - reconductoring candidate",parsed,True,solar
34157_PANOCHET_115_34156_MENDOTA _115_BR_1 _1,115.0,branch,197.61571,11,3,17.97,49.32,Base Case,True,2,0.909,Panochet-Mendota 115 kV,PG&E,,True,"115 kV branch, likely thermally limited - reconductoring candidate",parsed,True,solar
33951_VLYHMTP1_115_33516_RIPON J _115_BR_1 _1,115.0,branch,195.58066000000002,20,10,9.78,32.03,PG1 STANIS-MELONS-MANTEC 115 1,False,2,0.0,Vlyhmtp1-Ripon J 115 kV,PG&E,,True,"115 kV branch, likely thermally limited - reconductoring candidate",parsed,False,load/other
30590_USWP-JRW_230_30530_CAYETANO_230_BR_1 _1,230.0,branch,193.09206,1,1,193.09,193.09,Base Case,True,1,0.0,Uswp-Jrw-Cayetano 230 kV,Unknown,,True,"230 kV branch, likely thermally limited - reconductoring candidate",parsed,False,load/other
18111_VALLEYVE_138_18113_VALLEYTP_138_BR_1 _1,138.0,branch,192.76261999999997,17,13,11.34,29.45,Base Case,True,3,1.0,Valleyve-Valleytp 138 kV,Unknown,,True,"138 kV branch, likely thermally limited - reconductoring candidate",parsed,True,solar
35642_METCALF _115_35651_BAILY J3_115_BR_2 _1,115.0,branch,191.73949,1,1,191.74,191.74,PG1 METCLF-ELPATO 115 1,False,1,0.0,Metcalf-Baily J3 115 kV,PG&E,,True,"115 kV branch, likely thermally limited - reconductoring candidate",parsed,False,load/other
31110_BRDGVLLE_60.0_31112_FRUITLND_60.0_BR_1 _1,,branch,189.6924,6,2,31.62,123.79,Base Case,True,1,0.5,Brdgvlle-Fruitlnd 60 kV,Unknown,,True,"60 kV branch, likely thermally limited - reconductoring candidate",parsed,likely,mixed
33509_AVENATP1_115_33514_MANTECA _115_BR_1 _1,115.0,branch,182.43556000000004,13,5,14.03,21.64,PG1 BELOTA-RBK-MELON 115_M,False,1,0.0,Avenatp1-Manteca 115 kV,PG&E,,True,"115 kV branch, likely thermally limited - reconductoring candidate",parsed,False,load/other
30055_GATES1  _500_30060_MIDWAY  _500_BR_1 _3,500.0,branch,180.68526,19,2,9.51,23.25,PG1 LOSBNS-MIDWAY 500 2,False,1,0.842,Gates-Midway 500 kV,PG&E,,False,"500 kV line - likely stability-limited, reconductoring won't increase capacity",parsed,True,solar
30055_GATES1  _500_30057_DIABLO  _500_BR_1 _1,500.0,branch,180.29172000000003,14,3,12.88,30.82,PG1 GATES-MIDWAY 500,False,1,1.0,Gates-Diablo 500 kV,PG&E,,False,"500 kV line - likely stability-limited, reconductoring won't increase capacity",parsed,True,solar
33500_MELNS JA_115_33509_AVENATP1_115_BR_1 _1,115.0,branch,172.58047,10,5,17.26,51.59,Base Case,True,2,0.3,Melns Ja-Avenatp1 115 kV,PG&E,,True,"115 kV branch, likely thermally limited - reconductoring candidate",parsed,False,load/other
36042_LAURLS J_60.0_36044_LAURELES_60.0_BR_1 _1,,branch,157.88849999999996,15,4,10.53,28.91,Base Case,True,2,0.867,Laurls J-Laureles 60 kV,Unknown,,True,"60 kV branch, likely thermally limited - reconductoring candidate",parsed,True,solar
33020_MORAGA  _115_32790_STATIN X_115_BR_2 _1,115.0,branch,155.92744,18,6,8.66,28.6,PG1 OAK D-OAK L 115,False,3,0.444,Moraga-Statin X 115 kV,PG&E,,True,"115 kV branch, likely thermally limited - reconductoring candidate",parsed,likely,mixed
34454_RIVERROC_70.0_34464_COPPRMNE_70.0_BR_1 _1,70.0,branch,155.69607,6,6,25.95,41.84,Base Case,True,2,0.0,Riverroc-Copprmne 70 kV,Unknown,,True,"70 kV branch, likely thermally limited - reconductoring candidate",parsed,False,load/other
24114_PARDEE  _230_24128_S.CLARA _230_BR_1 _1,230.0,branch,154.09314999999998,5,1,30.82,45.98,SC1 MOORPK-SNCLRA_1 230,False,1,0.4,Pardee-S.Clara 230 kV,SCE,,True,"230 kV branch, likely thermally limited - reconductoring candidate",parsed,False,load/other
33020_MORAGA  _115_30550_MORAGA  _230_XF_1 _P,230.0,transformer,148.05689,9,2,16.45,33.67,PG1 MORAGA 230-115 BK3,False,1,0.556,Moraga 230 kV Transformer,PG&E,,False,"Transformer, not a transmission line",parsed,likely,mixed
29402_WIRLWIND_500_29408_WIRLWIND_230_XF_4 _P,500.0,transformer,145.65874000000002,10,2,14.57,40.36,Base Case,True,2,0.8,Wirlwind 500 kV Transformer,Unknown,,False,"Transformer, not a transmission line",parsed,True,solar
30622_EIGHT MI_230_30495_STAGG   _230_BR_1 _1,230.0,branch,145.39486,11,3,13.22,27.5,PG1 TBLMTN 500-230 BK5,False,2,0.0,Eight Mi-Stagg 230 kV,PG&E,,True,"230 kV branch, likely thermally limited - reconductoring candidate",parsed,False,load/other
34225_BELRDG J_115_34789_Q653BTP _115_BR_1 _1,115.0,branch,145.27107,14,8,10.38,90.26,Base Case,True,3,0.786,Belrdg J-Q653Btp 115 kV,Unknown,,True,"115 kV branch, likely thermally limited - reconductoring candidate",parsed,True,solar
31114_FRT SWRD_60.0_31116_GRBRVLLE_60.0_BR_1 _1,,branch,144.36467,2,2,72.18,122.37,Base Case,True,2,0.5,Frt Swrd-Grbrvlle 60 kV,Unknown,,True,"60 kV branch, likely thermally limited - reconductoring candidate",parsed,likely,mixed
33600_HERDLYN _69.0_37582_TRACY YG_69.0_BR_1 _1,69.0,branch,139.26449000000005,24,8,5.8,15.36,Base Case,True,3,0.875,Herdlyn-Tracy Yg 69 kV,Unknown,,True,"69 kV branch, likely thermally limited - reconductoring candidate",parsed,True,solar
30105_COTTNWD _230_30245_ROUND MT_230_BR_3 _1,230.0,branch,137.61280000000002,6,1,22.94,38.21,PG1 RNDMTN 500-230 BK1,False,1,0.0,Cottnwd-Round Mt 230 kV,PG&E,,True,"230 kV branch, likely thermally limited - reconductoring candidate",parsed,False,load/other
33020_MORAGA  _115_33010_SOBRANTE_115_BR_1 _1,115.0,branch,133.96236,1,1,133.96,133.96,PG1 MORAGA BUS 1 230,False,1,1.0,Moraga-Sobrante 115 kV,PG&E,,True,"115 kV branch, likely thermally limited - reconductoring candidate",parsed,True,solar
99102_PIT-TES1_230_30567_TES JCT _230_BR_1 _2,230.0,branch,132.77113,4,3,33.19,62.18,PG1 NEWARK-RAVENS 230,False,1,0.0,Pit-Tes1-Tes Jct 230 kV,PG&E,,True,"230 kV branch, likely thermally limited - reconductoring candidate",parsed,False,load/other
22640_PENDLETN_69.0_22708_SANLUSRY_69.0_BR_1 _1,69.0,branch,128.76450000000003,13,4,9.9,17.7,SD1 LILIAC-PALA 69,False,2,1.0,Pendletn-Sanlusry 69 kV,SDG&E,,True,"69 kV branch, likely thermally limited - reconductoring candidate",parsed,True,solar
37585_TRCY PMP_230_30625_TESLA D _230_BR_1 _1,230.0,branch,127.95867,4,2,31.99,36.35,PG1 TESLA-LOSBNS 500,False,1,1.0,Trcy Pmp-Tesla D 230 kV,PG&E,,True,"230 kV branch, likely thermally limited - reconductoring candidate",parsed,True,solar
30327_COLGATE _230_30330_RIO OSO _230_BR_1 _1,230.0,branch,126.6334,16,4,7.91,13.89,PG1 PALRMO-COLGAT_M 230,False,2,0.0,Colgate-Rio Oso 230 kV,PG&E,,True,"230 kV branch, likely thermally limited - reconductoring candidate",parsed,False,load/other
32232_HIGGINS _115_32238_BELL PGE_115_BR_1 _1,115.0,branch,122.80115,12,1,10.23,34.97,Base Case,True,1,0.5,Higgins-Bell Pge 115 kV,Unknown,,True,"115 kV branch, likely thermally limited - reconductoring candidate",parsed,likely,mixed
31220_EGLE RCK_115_31228_HOMSTKTP_115_BR_1 _1,115.0,branch,122.62956999999999,7,2,17.52,23.82,PG1 EGLRK-SLVR-FLTN 115_M,False,2,0.714,Egle Rck-Homstktp 115 kV,PG&E,,True,"115 kV branch, likely thermally limited - reconductoring candidate",parsed,True,solar
22360_IMPRLVLY_500_22362_IV BK82 _500_XF_82,500.0,transformer,120.00789999999999,12,2,10.0,14.8,SD1 IVALLY 500-230 BK80,False,1,0.833,Imprlvly 500 kV Transformer,SDG&E,,False,"Transformer, not a transmission line",parsed,True,solar
30585_LS PSTAS_230_30630_NEWARK  _230_BR_1 _1,230.0,branch,117.94378,3,2,39.31,116.46,Base Case,True,1,0.0,Ls Pstas-Newark 230 kV,PG&E,,True,"230 kV branch, likely thermally limited - reconductoring candidate",parsed,False,load/other
36020_LAGUNITS_60.0_36023_GABILAN _60.0_BR_1 _1,,branch,113.63227000000002,13,4,8.74,24.11,Base Case,True,2,0.769,Lagunits-Gabilan 60 kV,Unknown,,True,"60 kV branch, likely thermally limited - reconductoring candidate",parsed,True,solar
32218_DRUM    _115_32220_DTCH FL1_115_BR_1 _1,115.0,branch,112.63651999999999,7,4,16.09,80.04,Base Case,True,3,0.857,Drum-Dtch Fl1 115 kV,PG&E,,True,"115 kV branch, likely thermally limited - reconductoring candidate",parsed,True,solar
24156_VINCENT _500_24155_VINCENT _230_XF_4 _P,500.0,transformer,110.90885999999999,6,2,18.48,68.49,SC1 VINCNT NORTH BUS 500,False,1,0.833,Vincent 500 kV Transformer,SCE,,False,"Transformer, not a transmission line",parsed,True,solar
36267_SNTAMRTP_115_36270_FAIRWAY _115_BR_1 _1,115.0,branch,106.17354,7,2,15.17,28.72,Base Case,True,1,0.286,Sntamrtp-Fairway 115 kV,Unknown,,True,"115 kV branch, likely thermally limited - reconductoring candidate",parsed,False,load/other
24254_WINDHUB _230_29401_WINDHUB _500_XF_4 _P,500.0,transformer,103.92121,12,1,8.66,20.12,Base Case,True,1,0.583,Windhub 500 kV Transformer,Unknown,,False,"Transformer, not a transmission line",parsed,likely,mixed
24114_PARDEE  _230_24147_SYLMAR S_230_BR_2 _1,230.0,branch,103.09905,12,4,8.59,16.36,SC1 SYLMAR-PARDEE_1 230,False,2,0.0,Pardee-Sylmar South 230 kV,SCE,,True,"230 kV branch, likely thermally limited - reconductoring candidate",parsed,False,load/other
36851_NORTHERN_115_36852_SCOTT   _115_BR_1 _1,115.0,branch,102.28448,10,2,10.23,18.55,PG1 NRTHRN-SCOTT_2 115,False,2,0.8,Northern-Scott 115 kV,PG&E,,True,"115 kV branch, likely thermally limited - reconductoring candidate",parsed,True,solar
30640_TESLA C _230_30040_TESLA   _500_XF_6H,500.0,transformer,100.91464,9,5,11.21,17.4,PG1 MOSSLD-LOSBNS 500,False,3,0.778,Tesla C 500 kV Transformer,PG&E,,False,"Transformer, not a transmission line",parsed,True,solar
31306_WILLITS _60.0_31308_LYTNVLLE_60.0_BR_1 _1,,branch,97.57562999999999,6,1,16.26,23.52,PG1 EGLRK-SLVR-FLTN 115_M,False,1,0.833,Willits-Lytnvlle 60 kV,PG&E,,True,"60 kV branch, likely thermally limited - reconductoring candidate",parsed,True,solar
34452_WISHON  _70.0_34491_AUBRYTP _70.0_BR_1 _1,70.0,branch,97.4585,3,1,32.49,46.36,Base Case,True,1,0.0,Wishon-Aubrytp 70 kV,Unknown,,True,"70 kV branch, likely thermally limited - reconductoring candidate",parsed,False,load/other
30460_VACA-DIX_230_30472_PEABODY _230_BR_1 _1,230.0,branch,97.39923,16,4,6.09,27.61,PG2 COCOSB-BRDSLD-COCOPP 230,False,1,0.875,Vaca-Dix-Peabody 230 kV,PG&E,,True,"230 kV branch, likely thermally limited - reconductoring candidate",parsed,True,solar
34876_TEJON   _70.0_34940_ROSE    _70.0_BR_1 _1,70.0,branch,96.55793,4,2,24.14,51.33,Base Case,True,1,0.0,Tejon-Rose 70 kV,Unknown,,True,"70 kV branch, likely thermally limited - reconductoring candidate",parsed,False,load/other
24128_S.CLARA _230_24099_MOORPARK_230_BR_2 _1,230.0,branch,95.24368,5,1,19.05,53.41,SC1 MOORPK-SNCLRA_1 230,False,1,0.8,S.Clara-Moorpark 230 kV,SCE,,True,"230 kV branch, likely thermally limited - reconductoring candidate",parsed,True,solar
30976_MDWAYR12_230_30060_MIDWAY  _500_XF_12,500.0,transformer,93.16285,6,2,15.53,23.28,SC1 MIDWAY-VINCNT_1 500,False,1,1.0,Mdwayr12 500 kV Transformer,SCE,,False,"Transformer, not a transmission line",parsed,True,solar
29408_WIRLWIND_230_29402_WIRLWIND_500_XF_3 _P,500.0,transformer,91.88113,3,1,30.63,46.62,SC1 WHIRWD 500-230 BK1AA,False,1,0.0,Wirlwind 500 kV Transformer,SCE,,False,"Transformer, not a transmission line",parsed,False,load/other
36256_MESA_PGE_115_36267_SNTAMRTP_115_BR_1 _1,115.0,branch,88.20126,4,2,22.05,38.73,Base Case,True,1,0.25,Mesa Pge-Sntamrtp 115 kV,Unknown,,True,"115 kV branch, likely thermally limited - reconductoring candidate",parsed,False,load/other
34888_ARVIN   _70.0_34890_WEEDPTCH_70.0_BR_1 _1,70.0,branch,81.08453,5,3,16.22,18.79,Base Case,True,2,0.2,Arvin-Weedptch 70 kV,PG&E,,True,"70 kV branch, likely thermally limited - reconductoring candidate",parsed,False,load/other
30209_PIT5 JT2_230_30225_PIT4 JT _230_BR_2 _1,230.0,branch,80.68748,14,6,5.76,19.02,Base Case,True,4,0.0,Pit5 Jt2-Pit4 Jt 230 kV,Unknown,,True,"230 kV branch, likely thermally limited - reconductoring candidate",parsed,False,load/other
34429_GWF_HEP _115_34428_CONTADNA_115_BR_1 _1,115.0,branch,78.89956,3,3,26.3,69.79,Base Case,True,2,0.0,Gwf Hep-Contadina 115 kV,Unknown,,True,"115 kV branch, likely thermally limited - reconductoring candidate",parsed,False,load/other
34162_ORO LOMA_115_34168_EL NIDO _115_BR_1 _1,115.0,branch,78.84916,1,1,78.85,78.85,PG1 DAIRLD-MNDOTA 115_M,False,1,0.0,Oro Loma-El Nido 115 kV,PG&E,,True,"115 kV branch, likely thermally limited - reconductoring candidate",parsed,False,load/other
35659_NORTECH _115_36851_NORTHERN_115_BR_1 _1,115.0,branch,77.81913,5,1,15.56,29.85,PG1 NEWARK-NWRKDST 230,False,1,0.4,Nortech-Northern 115 kV,PG&E,,True,"115 kV branch, likely thermally limited - reconductoring candidate",parsed,False,load/other
35602_ZNKER J2_115_36850_KIFER   _115_BR_1 _1,115.0,branch,77.78223,2,2,38.89,62.18,Base Case,True,2,0.5,Znker J2-Kifer 115 kV,PG&E,,True,"115 kV branch, likely thermally limited - reconductoring candidate",parsed,likely,mixed
30565_BRENTWOD_230_30569_KELSO   _230_BR_1 _1,230.0,branch,75.7175,3,1,25.24,36.33,Base Case,True,1,1.0,Brentwod-Kelso 230 kV,Unknown,,True,"230 kV branch, likely thermally limited - reconductoring candidate",parsed,True,solar
34405_FRWT TAP_115_34420_CORCORAN_115_BR_1 _1,115.0,branch,72.29391,5,1,14.46,19.02,PG1 KNGBRG-WAUKNA 115,False,1,1.0,Frwt Tap-Corcoran 115 kV,PG&E,,True,"115 kV branch, likely thermally limited - reconductoring candidate",parsed,True,solar
34157_PANOCHET_115_34158_PANOCHE _115_BR_1 _1,115.0,branch,72.2042,4,2,18.05,36.43,Base Case,True,2,1.0,Panochet-Panoche 115 kV,PG&E,,True,"115 kV branch, likely thermally limited - reconductoring candidate",parsed,True,solar
33770_HERDLYN _60.0_33600_HERDLYN _69.0_XF_2,69.0,transformer,68.06552,6,2,11.34,16.84,Base Case,True,1,0.0,Herdlyn 69 kV Transformer,Unknown,,False,"Transformer, not a transmission line",parsed,False,load/other
31112_FRUITLND_60.0_31114_FRT SWRD_60.0_BR_1 _1,,branch,67.98585,1,1,67.99,67.99,Base Case,True,1,0.0,Fruitlnd-Frt Swrd 60 kV,Unknown,,True,"60 kV branch, likely thermally limited - reconductoring candidate",parsed,False,load/other
22884_WARNERS _69.0_22688_RINCON  _69.0_BR_1 _1,69.0,branch,67.31358,15,4,4.49,8.51,SD1 ASH-FELCTA-VLCNTR 69,False,4,0.933,Warners-Rincon 69 kV,SDG&E,,True,"69 kV branch, likely thermally limited - reconductoring candidate",parsed,True,solar
33006_GRIZLYJ1_115_33010_SOBRANTE_115_BR_1 _1,115.0,branch,67.27183,1,1,67.27,67.27,PG1 SOBRNT-MORAGA 115,False,1,0.0,Grizlyj1-Sobrante 115 kV,PG&E,,True,"115 kV branch, likely thermally limited - reconductoring candidate",parsed,False,load/other
28726_IVANPA  _230_28727_IVANPAH _115_XF_3A,230.0,transformer,67.09408,4,1,16.77,23.0,SC1 IVANPA 230-115 BK 4A,False,1,1.0,Ivanpah 230 kV Transformer,SCE,,False,"Transformer, not a transmission line",parsed,True,solar
35901_GRN VALY_115_35905_CMP EVRS_115_BR_1 _1,115.0,branch,66.82077,3,1,22.27,27.5,Base Case,True,1,0.0,Grn Valy-Cmp Evrs 115 kV,Unknown,,True,"115 kV branch, likely thermally limited - reconductoring candidate",parsed,False,load/other
34288_Q548    _70.0_34258_Q548SS  _70.0_BR_1 _1,70.0,branch,64.13256,8,4,8.02,11.76,Base Case,True,3,0.875,Q548-Q548Ss 70 kV,Unknown,,True,"70 kV branch, likely thermally limited - reconductoring candidate",parsed,True,solar
22644_PENSQTOS_69.0_22164_DELMARTP_69.0_BR_1 _1,69.0,branch,62.02554000000001,7,3,8.86,22.41,Base Case,True,2,0.429,Penasquitos-Delmartp 69 kV,Unknown,,True,"69 kV branch, likely thermally limited - reconductoring candidate",parsed,likely,mixed
30106_CARBERRY_230_30245_ROUND MT_230_BR_1 _1,230.0,branch,61.19688,8,2,7.65,15.05,Base Case,True,1,0.0,Carberry-Round Mt 230 kV,Unknown,,True,"230 kV branch, likely thermally limited - reconductoring candidate",parsed,False,load/other
35648_LLAGAS  _115_35650_GILROY F_115_BR_1 _1,115.0,branch,59.3059,2,1,29.65,29.76,Base Case,True,1,0.5,Llagas-Gilroy F 115 kV,Unknown,,True,"115 kV branch, likely thermally limited - reconductoring candidate",parsed,likely,mixed
33610_VLLY SPS_60.0_33634_PARDEEJ2_60.0_BR_1 _1,,branch,56.85982,3,1,18.95,22.81,Base Case,True,1,1.0,Vlly Sps-Pardeej2 60 kV,SCE,,True,"60 kV branch, likely thermally limited - reconductoring candidate",parsed,True,solar
33516_RIPON J _115_33514_MANTECA _115_BR_1 _1,115.0,branch,55.423840000000006,3,3,18.47,43.35,PG1 STANIS-MELONS-MANTEC 115 1,False,1,0.0,Ripon J-Manteca 115 kV,PG&E,,True,"115 kV branch, likely thermally limited - reconductoring candidate",parsed,False,load/other
36056_9 ST JCT_60.0_36060_GONZALES_60.0_BR_1 _1,,branch,55.10352,3,1,18.37,21.01,Base Case,True,1,0.667,9 St Jct-Gonzales 60 kV,Unknown,,True,"60 kV branch, likely thermally limited - reconductoring candidate",parsed,True,solar
33503_FRGTNTP2_115_33936_MELNS JB_115_BR_1 _1,115.0,branch,52.46051,13,6,4.04,13.7,PG1 STANIS-MELONS-MANTEC 115 1,False,2,0.846,Frgtntp2-Melns Jb 115 kV,PG&E,,True,"115 kV branch, likely thermally limited - reconductoring candidate",parsed,True,solar
35209_SAN RAMN_60.0_35221_E DUBLIN_60.0_BR_1 _1,,branch,51.81903,1,1,51.82,51.82,PG1 COCOPP-LASPOS 230,False,1,0.0,San Ramn-E Dublin 60 kV,PG&E,,True,"60 kV branch, likely thermally limited - reconductoring candidate",parsed,False,load/other
24404_BAILEY  _66.0_24452_TAP 85  _66.0_BR_1 _1,66.0,branch,51.79923,1,1,51.8,51.8,Base Case,True,1,1.0,Bailey-Tap 85 66 kV,Unknown,,True,"66 kV branch, likely thermally limited - reconductoring candidate",parsed,True,solar
24601_VICTOR  _230_24085_LUGO    _230_BR_1 _1,230.0,branch,50.71598,20,13,2.54,7.04,Base Case,True,4,0.6,Victor-Lugo 230 kV,SCE,,True,"230 kV branch, likely thermally limited - reconductoring candidate",parsed,likely,mixed
24601_VICTOR  _230_24085_LUGO    _230_BR_2 _1,230.0,branch,50.71598,20,13,2.54,7.04,Base Case,True,4,0.6,Victor-Lugo 230 kV,SCE,,True,"230 kV branch, likely thermally limited - reconductoring candidate",parsed,likely,mixed
24601_VICTOR  _230_24085_LUGO    _230_BR_3 _1,230.0,branch,50.71598,20,13,2.54,7.04,Base Case,True,4,0.6,Victor-Lugo 230 kV,SCE,,True,"230 kV branch, likely thermally limited - reconductoring candidate",parsed,likely,mixed
24601_VICTOR  _230_24085_LUGO    _230_BR_4 _1,230.0,branch,50.71598,20,13,2.54,7.04,Base Case,True,4,0.6,Victor-Lugo 230 kV,SCE,,True,"230 kV branch, likely thermally limited - reconductoring candidate",parsed,likely,mixed
22404_LILAC   _69.0_22624_PALA    _69.0_BR_1 _1,69.0,branch,49.83197,5,3,9.97,17.1,SD1 PNDLTN-SANLUS 69,False,2,1.0,Lilac-Pala 69 kV,SDG&E,,True,"69 kV branch, likely thermally limited - reconductoring candidate",parsed,True,solar
30915_MORROBAY_230_30916_SOLARSS _230_BR_1 _1,230.0,branch,49.453419999999994,3,1,16.48,42.19,PG1 MIDWAY 500-230 BK11,False,1,1.0,Morrobay-Solarss 230 kV,PG&E,,True,"230 kV branch, likely thermally limited - reconductoring candidate",parsed,True,solar
22476_MIGUELTP_69.0_22456_MIGUEL  _69.0_BR_1 _1,69.0,branch,49.11954,1,1,49.12,49.12,Base Case,True,1,0.0,Migueltp-Miguel 69 kV,SDG&E,,True,"69 kV branch, likely thermally limited - reconductoring candidate",parsed,False,load/other
